index,type,name,resident,streamed,parentStack
33,localize,DLC3_DESC_MAP_CRYOGEN,140,0,||assetlist
34,localize,DLC3_DESC_MAP_RALLY,150,0,||assetlist
35,localize,DLC3_DESC_MAP_ROME,162,0,||assetlist
36,localize,DLC3_DESC_MAP_SHRINE,148,0,||assetlist
37,localize,DLC3_DESC_MAP_ZM_STALINGRAD,179,0,||assetlist
38,localize,DLC3_PRESENCE_ZM_STALINGRAD,61,0,||assetlist
39,localize,DLC3_RALLY,18,0,||assetlist
40,localize,DLC3_RALLY_CAPS,23,0,||assetlist
41,localize,DLC3_RALLY_LOC,55,0,||assetlist
42,localize,DLC3_ROME,17,0,||assetlist
43,localize,DLC3_ROME_CAPS,22,0,||assetlist
44,localize,DLC3_ROME_LOC,39,0,||assetlist
45,localize,DLC3_ROUND_N_COMPLETED,39,0,||assetlist
46,localize,DLC3_RUMBLE_CAPS,17,0,||assetlist
47,localize,DLC3_RUMBLE_LOC,16,0,||assetlist
48,localize,DLC3_SHRINE,20,0,||assetlist
49,localize,DLC3_SHRINE_CAPS,25,0,||assetlist
50,localize,DLC3_SHRINE_LOC,44,0,||assetlist
51,localize,DLC3_STALINGRAD,28,0,||assetlist
52,localize,DLC3_STALINGRAD_CAPS,33,0,||assetlist
53,localize,DLC3_STALINGRAD_LOC,69,0,||assetlist
54,localize,DLC3_TIME_ATTACK,39,0,||assetlist
55,localize,DLC3_TIME_ATTACK_SUBTITLE,63,0,||assetlist
56,localize,DLC3_TIME_CURRENT,28,0,||assetlist
57,localize,DLC3_TIME_QUEST_COMPLETED,45,0,||assetlist
58,localize,DLC3_TIME_SURVIVED,35,0,||assetlist
59,localize,DLC3_WEAPON_AR_FAMAS_UPGRADED,47,0,||assetlist
60,localize,DLC3_WEAPON_CYMBAL_MONKEY_UPGRADED,45,0,||assetlist
61,localize,DLC3_WEAPON_DRAGONSHIELD,56,0,||assetlist
62,localize,DLC3_WEAPON_DRAGONSHIELD_UPGRADED,59,0,||assetlist
63,localize,DLC3_WEAPON_DRAGON_GAUNTLET,80,0,||assetlist
64,localize,DLC3_WEAPON_DRAGON_STRIKE_UPGRADED,78,0,||assetlist
65,localize,DLC3_WEAPON_LAUNCHER_MULTI_UPGRADED,52,0,||assetlist
66,localize,DLC3_WEAPON_RAYGUN_MARK3,36,0,||assetlist
67,localize,DLC3_WEAPON_RAYGUN_MARK3_UPGRADED,77,0,||assetlist
68,localize,DLC3_WEAPON_SMG_PPSH,29,0,||assetlist
69,localize,DLC3_WEAPON_SMG_PPSH_UPGRADED,52,0,||assetlist
70,localize,DLC3_WEAPON_SPECIAL_CROSSBOW_DW_UPGRADED,72,0,||assetlist
71,localize,DLC3_WEAP_DRAGON_GAUNTLET_FLAMETHROWER_HINT,144,0,||assetlist
72,localize,DLC3_WEAP_DRAGON_GAUNTLET_MELEE_HINT,138,0,||assetlist
73,localize,DLC3_WEAP_DRAGON_GAUNTLET_USE_HINT,115,0,||assetlist
74,localize,DLC4_CITY,18,0,||assetlist
75,localize,DLC4_CITY_CAPS,23,0,||assetlist
76,localize,DLC4_DESC_MAP_CITY,248,0,||assetlist
77,localize,DLC4_DESC_MAP_MINIATURE,229,0,||assetlist
78,localize,DLC4_DESC_MAP_RUINS,210,0,||assetlist
79,localize,DLC4_DESC_MAP_WESTERN,124,0,||assetlist
80,localize,DLC4_DESC_MAP_ZM_GENESIS,191,0,||assetlist
81,localize,DLC4_GENESIS,25,0,||assetlist
82,localize,DLC4_GENESIS_CAPS,30,0,||assetlist
83,localize,DLC4_GENESIS_LOC,18,0,||assetlist
84,localize,DLC4_MINIATURE,21,0,||assetlist
85,localize,DLC4_MINIATURE_CAPS,26,0,||assetlist
86,localize,DLC4_RUINS,19,0,||assetlist
87,localize,DLC4_RUINS_CAPS,24,0,||assetlist
88,localize,DLC4_WESTERN,20,0,||assetlist
89,localize,DLC4_WESTERN_CAPS,25,0,||assetlist
90,localize,DLC5_MICROWAVEGUN,37,0,||assetlist
91,localize,DLC5_MICROWAVEGUN_UPGRADED,61,0,||assetlist
92,localize,DLC5_MICROWAVEGUNDW,51,0,||assetlist
93,localize,DLC5_MICROWAVEGUNDW_UPGRADED,77,0,||assetlist
94,localize,DLC5_SHRINK_RAY,31,0,||assetlist
95,localize,DLC5_SHRINK_RAY_UPGRADED,50,0,||assetlist
96,localize,DLC5_RAYGUN_MARK2,47,0,||assetlist
97,localize,DLC5_RAYGUN_MARK2_UPGRADED,74,0,||assetlist
98,localize,DLC5_PISTOL_C96,35,0,||assetlist
99,localize,DLC5_staff_water,27,0,||assetlist
100,localize,DLC5_staff_water_upgraded,39,0,||assetlist
101,localize,DLC5_STAFF_AIR,25,0,||assetlist
102,localize,DLC5_STAFF_AIR_UPGRADED,46,0,||assetlist
103,localize,DLC5_STAFF_FIRE,26,0,||assetlist
104,localize,DLC5_STAFF_FIRE_UPGRADED,41,0,||assetlist
105,localize,DLC5_STAFF_LIGHTNING,31,0,||assetlist
106,localize,DLC5_STAFF_LIGHTNING_UPGRADED,52,0,||assetlist
107,localize,DLC5_STAFF_REVIVE,40,0,||assetlist
108,localize,DLC5_AR_GALIL_UPGRADED,48,0,||assetlist
109,localize,DLC5_AR_M16_UPGRADED,43,0,||assetlist
110,localize,DLC5_AR_STG44,21,0,||assetlist
111,localize,DLC5_AR_STG44_UPGRADED,40,0,||assetlist
112,localize,DLC5_ASYLUM,22,0,||assetlist
113,localize,DLC5_ASYLUM_CAPS,17,0,||assetlist
114,localize,DLC5_ASYLUM_LOC,68,0,||assetlist
115,localize,DLC5_BEACON,29,0,||assetlist
116,localize,DLC5_BLACK_HOLE_BOMB,46,0,||assetlist
117,localize,DLC5_COSMODROME,26,0,||assetlist
118,localize,DLC5_COSMODROME_CAPS,21,0,||assetlist
119,localize,DLC5_COSMODROME_LOC,54,0,||assetlist
120,localize,DLC5_DESC_MAP_ZM_ASYLUM,181,0,||assetlist
121,localize,DLC5_DESC_MAP_ZM_COSMODROME,191,0,||assetlist
122,localize,DLC5_DESC_MAP_ZM_MOON,245,0,||assetlist
123,localize,DLC5_DESC_MAP_ZM_PROTOTYPE,151,0,||assetlist
124,localize,DLC5_DESC_MAP_ZM_SUMPF,156,0,||assetlist
125,localize,DLC5_DESC_MAP_ZM_TEMPLE,236,0,||assetlist
126,localize,DLC5_DESC_MAP_ZM_THEATER,134,0,||assetlist
127,localize,DLC5_DESC_MAP_ZM_TOMB,116,0,||assetlist
128,localize,DLC5_DIESELDRONE,42,0,||assetlist
129,localize,DLC5_LMG_MG08,23,0,||assetlist
130,localize,DLC5_LMG_MG08_UPGRADED,45,0,||assetlist
131,localize,DLC5_MOON,15,0,||assetlist
132,localize,DLC5_MOON_CAPS,15,0,||assetlist
133,localize,DLC5_MOON_LOC,51,0,||assetlist
134,localize,DLC5_NESTING_DOLLS,41,0,||assetlist
135,localize,DLC5_PISTOL_C96_UPGRADED,44,0,||assetlist
136,localize,DLC5_PRESENCE_ZM_ASYLUM,24,0,||assetlist
137,localize,DLC5_PRESENCE_ZM_COSMODROME,28,0,||assetlist
138,localize,DLC5_PRESENCE_ZM_MOON,22,0,||assetlist
139,localize,DLC5_PRESENCE_ZM_PROTOTYPE,45,0,||assetlist
140,localize,DLC5_PRESENCE_ZM_SUMPF,33,0,||assetlist
141,localize,DLC5_PRESENCE_ZM_TEMPLE,35,0,||assetlist
142,localize,DLC5_PRESENCE_ZM_THEATER,40,0,||assetlist
143,localize,DLC5_PRESENCE_ZM_TOMB,30,0,||assetlist
144,localize,DLC5_PROTOTYPE,15,0,||assetlist
145,localize,DLC5_PROTOTYPE_CAPS,20,0,||assetlist
146,localize,DLC5_PROTOTYPE_LOC,89,0,||assetlist
147,localize,DLC5_QUADROTOR_COOLDOWN,71,0,||assetlist
148,localize,DLC5_QUADROTOR_UNAVAILABLE,65,0,||assetlist
149,localize,DLC5_QUANTUM_BOMB,22,0,||assetlist
150,localize,DLC5_SMG_MP40_1940,24,0,||assetlist
151,localize,DLC5_SMG_MP40_1940_UPGRADED,53,0,||assetlist
152,localize,DLC5_SUMPF,11,0,||assetlist
153,localize,DLC5_SUMPF_CAPS,16,0,||assetlist
154,localize,DLC5_SUMPF_LOC,40,0,||assetlist
155,localize,DLC5_TEMPLE,12,0,||assetlist
156,localize,DLC5_TEMPLE_CAPS,17,0,||assetlist
157,localize,DLC5_TEMPLE_LOC,38,0,||assetlist
158,localize,DLC5_THEATER,13,0,||assetlist
159,localize,DLC5_THEATER_CAPS,18,0,||assetlist
160,localize,DLC5_THEATER_LOC,36,0,||assetlist
161,localize,DLC5_TOMB,10,0,||assetlist
162,localize,DLC5_TOMB_CAPS,15,0,||assetlist
163,localize,DLC5_TOMB_LOADING_SCREEN_TITLE,50,0,||assetlist
164,localize,DLC5_TOMB_LOC,48,0,||assetlist
165,localize,DLC5_WEAPON_SICKLE,23,0,||assetlist
166,localize,DLC5_WEAPON_SICKLE_BUY,73,0,||assetlist
167,localize,MENU_START_GAME,32,0,||assetlist
168,localize,MENU_START_GAME_CAPS,21,0,||assetlist
169,localize,MENU_START_GAME_LOBBY,47,0,||assetlist
170,localize,MENU_LOCAL_CAPS,32,0,||assetlist
171,localize,MENU_OFFLINE,13,0,||assetlist
172,localize,MENU_SCENE_SKIP_BUTTON,56,0,||assetlist
173,localize,MENU_SCENE_SKIP_POSTPROMPT,44,0,||assetlist
174,localize,MENU_SOLO_GAME_CAPS,36,0,||assetlist
175,localize,MENU_JOIN_PUBLIC_GAME_CAPS,52,0,||assetlist
176,localize,MENU_PRIVACY_SETTINGS_UPDATE_PROMPT,43,0,||assetlist
177,localize,MENU_PRIVATE,23,0,||assetlist
178,localize,MENU_PRIVATEGAMES_CAPS,51,0,||assetlist
179,localize,MENU_PRIVATE_GAME_CAPS,23,0,||assetlist
180,localize,MENU_PRIVATE_MATCH,47,0,||assetlist
181,localize,MENU_THEATER_CAPS,31,0,||assetlist
182,localize,MENU_USE_GOBBLEGUM,44,0,||assetlist
183,localize,MENU_EQUIPPED_BANNED_CAC_ITEMS,78,0,||assetlist
184,localize,MENU_EQUIPPED_BANNED_SCORESTREAKS,78,0,||assetlist
185,localize,MENU_EQUIPPED_BGB_FOOTNOTE,149,0,||assetlist
186,localize,MENU_EQUIPPED_BUBBLEGUM_PACK_CAPS,71,0,||assetlist
187,localize,MENU_BGB_PACK_1,33,0,||assetlist
188,localize,MENU_BGB_PACK_10,35,0,||assetlist
189,localize,MENU_BGB_PACK_2,33,0,||assetlist
190,localize,MENU_BGB_PACK_3,33,0,||assetlist
191,localize,MENU_BGB_PACK_4,33,0,||assetlist
192,localize,MENU_BGB_PACK_5,33,0,||assetlist
193,localize,MENU_BGB_PACK_6,33,0,||assetlist
194,localize,MENU_BGB_PACK_7,33,0,||assetlist
195,localize,MENU_BGB_PACK_8,33,0,||assetlist
196,localize,MENU_BGB_PACK_9,33,0,||assetlist
197,localize,MENU_BGB_PACK_OPTIONS,47,0,||assetlist
198,localize,MENU_BGB_PACK_OPTIONS_CAPS,27,0,||assetlist
199,localize,MENU_BGB_PACK_RENAME_CAPS,48,0,||assetlist
200,localize,MENU_BGB_TOKENS_GAINED_THIS_GAME_CAPS,60,0,||assetlist
201,localize,MENU_CHOOSE_BUBBLEGUM_PACK_CAPS,63,0,||assetlist
202,localize,MENU_EDIT_BUBBLEGUM_PACK,59,0,||assetlist
203,localize,MENU_MODIFYING_BUBBLEGUM,53,0,||assetlist
204,localize,MENU_BGBS_CHEWED_CAPS,38,0,||assetlist
205,localize,MENU_STORE_BUBBLEGUM_BUFFS,27,0,||assetlist
206,localize,MENU_BUBBLEGUM_CAPS,20,0,||assetlist
207,localize,MENU_BUBBLEGUM_BUFFS_CAPS,26,0,||assetlist
208,localize,MENU_MEGACHEW_FACTORY_CAPS,64,0,||assetlist
209,localize,MENU_NEWTONS_COOKBOOK_CAPS,67,0,||assetlist
210,localize,MENU_WEAPON_BUILD_KITS_CAPS,50,0,||assetlist
211,localize,MENU_ZOMBIES,23,0,||assetlist
212,localize,MENU_ZOMBIES_CAPS,18,0,||assetlist
213,localize,MPUI_REVIVES,20,0,||assetlist
214,localize,MPUI_REVIVES_CAPS,18,0,||assetlist
215,localize,MPUI_REVIVES_PRE,17,0,||assetlist
216,localize,MPUI_SCORE,21,0,||assetlist
217,localize,MPUI_KILLS,18,0,||assetlist
218,localize,MPUI_DOWNS,21,0,||assetlist
219,localize,MPUI_DOWNS_PRE,15,0,||assetlist
220,localize,MPUI_HEADSHOTS,25,0,||assetlist
221,localize,MPUI_CHANGE_MAP_CAPS,37,0,||assetlist
222,localize,MPUI_COPY_BUBBLEGUM_PACK_TITLE,76,0,||assetlist
223,localize,MPUI_EQUIPPEDBUBBLEGUMPACK,44,0,||assetlist
224,localize,MPUI_SUB_MACHINE_GUNS,44,0,||assetlist
225,localize,MPUI_WEAPON_SMG_WITH_S,23,0,||assetlist
226,localize,MPUI_CAPTURES,21,0,||assetlist
227,localize,VIDSUBTITLES_AQU_LOAD_1,98,0,||assetlist
228,localize,VIDSUBTITLES_AQU_LOAD_10,102,0,||assetlist
229,localize,VIDSUBTITLES_AQU_LOAD_11,84,0,||assetlist
230,localize,VIDSUBTITLES_AQU_LOAD_2,110,0,||assetlist
231,localize,VIDSUBTITLES_AQU_LOAD_3,130,0,||assetlist
232,localize,VIDSUBTITLES_AQU_LOAD_4,116,0,||assetlist
233,localize,VIDSUBTITLES_AQU_LOAD_5,190,0,||assetlist
234,localize,VIDSUBTITLES_AQU_LOAD_6,98,0,||assetlist
235,localize,VIDSUBTITLES_AQU_LOAD_7,71,0,||assetlist
236,localize,VIDSUBTITLES_AQU_LOAD_8,108,0,||assetlist
237,localize,VIDSUBTITLES_AQU_LOAD_9,138,0,||assetlist
238,localize,VIDSUBTITLES_BIO2_LOAD_1,63,0,||assetlist
239,localize,VIDSUBTITLES_BIO2_LOAD_2,63,0,||assetlist
240,localize,VIDSUBTITLES_BIO2_LOAD_3,132,0,||assetlist
241,localize,VIDSUBTITLES_BIO2_LOAD_4,116,0,||assetlist
242,localize,VIDSUBTITLES_BIO_LOAD_1,89,0,||assetlist
243,localize,VIDSUBTITLES_BIO_LOAD_2,97,0,||assetlist
244,localize,VIDSUBTITLES_BIO_LOAD_3,89,0,||assetlist
245,localize,VIDSUBTITLES_BIO_LOAD_4,142,0,||assetlist
246,localize,VIDSUBTITLES_BIO_LOAD_5,165,0,||assetlist
247,localize,VIDSUBTITLES_BIO_LOAD_6,88,0,||assetlist
248,localize,VIDSUBTITLES_BIO_LOAD_7,136,0,||assetlist
249,localize,VIDSUBTITLES_BIO_LOAD_8,157,0,||assetlist
250,localize,VIDSUBTITLES_BIO_LOAD_9,156,0,||assetlist
251,localize,VIDSUBTITLES_BLA_LOAD_1,202,0,||assetlist
252,localize,VIDSUBTITLES_BLA_LOAD_2,178,0,||assetlist
253,localize,VIDSUBTITLES_BLA_LOAD_3,97,0,||assetlist
254,localize,VIDSUBTITLES_BLA_LOAD_4,258,0,||assetlist
255,localize,VIDSUBTITLES_BLA_LOAD_5,116,0,||assetlist
256,localize,VIDSUBTITLES_BLA_LOAD_6,140,0,||assetlist
257,localize,VIDSUBTITLES_BLA_LOAD_7,76,0,||assetlist
258,localize,VIDSUBTITLES_CASTLE_01,87,0,||assetlist
259,localize,VIDSUBTITLES_CASTLE_02,103,0,||assetlist
260,localize,VIDSUBTITLES_CASTLE_03,91,0,||assetlist
261,localize,VIDSUBTITLES_CASTLE_04,76,0,||assetlist
262,localize,VIDSUBTITLES_CASTLE_05,84,0,||assetlist
263,localize,VIDSUBTITLES_CASTLE_06,70,0,||assetlist
264,localize,VIDSUBTITLES_CASTLE_07,88,0,||assetlist
265,localize,VIDSUBTITLES_CASTLE_08,103,0,||assetlist
266,localize,VIDSUBTITLES_GEN_LOAD_INTRO_01,121,0,||assetlist
267,localize,VIDSUBTITLES_GEN_LOAD_INTRO_02,249,0,||assetlist
268,localize,VIDSUBTITLES_GEN_LOAD_INTRO_03,161,0,||assetlist
269,localize,VIDSUBTITLES_GEN_LOAD_INTRO_04,114,0,||assetlist
270,localize,VIDSUBTITLES_GEN_LOAD_INTRO_05,120,0,||assetlist
271,localize,VIDSUBTITLES_GEN_LOAD_INTRO_06,189,0,||assetlist
272,localize,VIDSUBTITLES_GEN_LOAD_INTRO_07,127,0,||assetlist
273,localize,VIDSUBTITLES_GEN_LOAD_INTRO_08,159,0,||assetlist
274,localize,VIDSUBTITLES_GEN_LOAD_INTRO_09,135,0,||assetlist
275,localize,VIDSUBTITLES_GEN_LOAD_INTRO_10,72,0,||assetlist
276,localize,VIDSUBTITLES_GEN_LOAD_INTRO_11,114,0,||assetlist
277,localize,VIDSUBTITLES_GEN_LOAD_INTRO_12,126,0,||assetlist
278,localize,VIDSUBTITLES_GEN_LOAD_INTRO_13,209,0,||assetlist
279,localize,VIDSUBTITLES_GEN_LOAD_INTRO_14,249,0,||assetlist
280,localize,VIDSUBTITLES_GEN_LOAD_INTRO_15,132,0,||assetlist
281,localize,VIDSUBTITLES_GEN_LOAD_INTRO_16,142,0,||assetlist
282,localize,VIDSUBTITLES_GEN_LOAD_INTRO_17,114,0,||assetlist
283,localize,VIDSUBTITLES_GEN_LOAD_INTRO_18,177,0,||assetlist
284,localize,VIDSUBTITLES_GEN_LOAD_INTRO_19,195,0,||assetlist
285,localize,VIDSUBTITLES_GEN_LOAD_INTRO_20,136,0,||assetlist
286,localize,VIDSUBTITLES_GEN_LOAD_INTRO_21,144,0,||assetlist
287,localize,VIDSUBTITLES_GIANT_01,141,0,||assetlist
288,localize,VIDSUBTITLES_GIANT_02,66,0,||assetlist
289,localize,VIDSUBTITLES_GIANT_03,53,0,||assetlist
290,localize,VIDSUBTITLES_GIANT_04,75,0,||assetlist
291,localize,VIDSUBTITLES_GIANT_05,90,0,||assetlist
292,localize,VIDSUBTITLES_GIANT_06,69,0,||assetlist
293,localize,VIDSUBTITLES_GIANT_07,59,0,||assetlist
294,localize,VIDSUBTITLES_GIANT_08,53,0,||assetlist
295,localize,VIDSUBTITLES_GIANT_09,90,0,||assetlist
296,localize,VIDSUBTITLES_GIANT_10,69,0,||assetlist
297,localize,VIDSUBTITLES_GIANT_11,104,0,||assetlist
298,localize,VIDSUBTITLES_GIANT_12,129,0,||assetlist
299,localize,VIDSUBTITLES_GIANT_13,111,0,||assetlist
300,localize,VIDSUBTITLES_GIANT_14,127,0,||assetlist
301,localize,VIDSUBTITLES_GIANT_15,98,0,||assetlist
302,localize,VIDSUBTITLES_GIANT_16,120,0,||assetlist
303,localize,VIDSUBTITLES_GIANT_161,117,0,||assetlist
304,localize,VIDSUBTITLES_GIANT_17,87,0,||assetlist
305,localize,VIDSUBTITLES_GIANT_18,81,0,||assetlist
306,localize,VIDSUBTITLES_GIANT_19,89,0,||assetlist
307,localize,VIDSUBTITLES_GIANT_20,124,0,||assetlist
308,localize,VIDSUBTITLES_GIANT_21,87,0,||assetlist
309,localize,VIDSUBTITLES_INF_HIDEOUT_1,131,0,||assetlist
310,localize,VIDSUBTITLES_INF_HIDEOUT_2,170,0,||assetlist
311,localize,VIDSUBTITLES_INF_HIDEOUT_3,110,0,||assetlist
312,localize,VIDSUBTITLES_INF_HIDEOUT_4,85,0,||assetlist
313,localize,VIDSUBTITLES_INF_HIDEOUT_5,92,0,||assetlist
314,localize,VIDSUBTITLES_INF_HIDEOUT_6,61,0,||assetlist
315,localize,VIDSUBTITLES_INF_HIDEOUT_7,61,0,||assetlist
316,localize,VIDSUBTITLES_INF_HIDEOUT_8,97,0,||assetlist
317,localize,VIDSUBTITLES_INF_LOAD_1,76,0,||assetlist
318,localize,VIDSUBTITLES_INF_LOAD_2,89,0,||assetlist
319,localize,VIDSUBTITLES_INF_LOAD_3,101,0,||assetlist
320,localize,VIDSUBTITLES_INF_LOAD_4,95,0,||assetlist
321,localize,VIDSUBTITLES_INF_LOAD_5,150,0,||assetlist
322,localize,VIDSUBTITLES_INF_LOAD_6,147,0,||assetlist
323,localize,VIDSUBTITLES_INF_LOAD_7,184,0,||assetlist
324,localize,VIDSUBTITLES_INF_LOAD_8,94,0,||assetlist
325,localize,VIDSUBTITLES_INF_SGEN_1,136,0,||assetlist
326,localize,VIDSUBTITLES_INF_SGEN_2,127,0,||assetlist
327,localize,VIDSUBTITLES_INF_SGEN_3,131,0,||assetlist
328,localize,VIDSUBTITLES_LOT_LOAD_1,122,0,||assetlist
329,localize,VIDSUBTITLES_LOT_LOAD_10,100,0,||assetlist
330,localize,VIDSUBTITLES_LOT_LOAD_11,135,0,||assetlist
331,localize,VIDSUBTITLES_LOT_LOAD_13,59,0,||assetlist
332,localize,VIDSUBTITLES_LOT_LOAD_14,95,0,||assetlist
333,localize,VIDSUBTITLES_LOT_LOAD_15,105,0,||assetlist
334,localize,VIDSUBTITLES_LOT_LOAD_16,56,0,||assetlist
335,localize,VIDSUBTITLES_LOT_LOAD_17,50,0,||assetlist
336,localize,VIDSUBTITLES_LOT_LOAD_18,62,0,||assetlist
337,localize,VIDSUBTITLES_LOT_LOAD_2,122,0,||assetlist
338,localize,VIDSUBTITLES_LOT_LOAD_3,147,0,||assetlist
339,localize,VIDSUBTITLES_LOT_LOAD_4,126,0,||assetlist
340,localize,VIDSUBTITLES_LOT_LOAD_5,126,0,||assetlist
341,localize,VIDSUBTITLES_LOT_LOAD_6,126,0,||assetlist
342,localize,VIDSUBTITLES_LOT_LOAD_7,144,0,||assetlist
343,localize,VIDSUBTITLES_LOT_LOAD_8,67,0,||assetlist
344,localize,VIDSUBTITLES_LOT_LOAD_9,120,0,||assetlist
345,localize,VIDSUBTITLES_NEW_LOAD_1,58,0,||assetlist
346,localize,VIDSUBTITLES_NEW_LOAD_2,93,0,||assetlist
347,localize,VIDSUBTITLES_NEW_LOAD_3,67,0,||assetlist
348,localize,VIDSUBTITLES_NEW_LOAD_4,141,0,||assetlist
349,localize,VIDSUBTITLES_NEW_LOAD_5,88,0,||assetlist
350,localize,VIDSUBTITLES_NEW_LOAD_6,89,0,||assetlist
351,localize,VIDSUBTITLES_NEW_LOAD_7,58,0,||assetlist
352,localize,VIDSUBTITLES_NEW_LOAD_8,70,0,||assetlist
353,localize,VIDSUBTITLES_NEW_LOAD_9,102,0,||assetlist
354,localize,VIDSUBTITLES_PRO_LOAD_1,125,0,||assetlist
355,localize,VIDSUBTITLES_PRO_LOAD_10,90,0,||assetlist
356,localize,VIDSUBTITLES_PRO_LOAD_11,109,0,||assetlist
357,localize,VIDSUBTITLES_PRO_LOAD_12,115,0,||assetlist
358,localize,VIDSUBTITLES_PRO_LOAD_13,71,0,||assetlist
359,localize,VIDSUBTITLES_PRO_LOAD_14,134,0,||assetlist
360,localize,VIDSUBTITLES_PRO_LOAD_15,163,0,||assetlist
361,localize,VIDSUBTITLES_PRO_LOAD_16,80,0,||assetlist
362,localize,VIDSUBTITLES_PRO_LOAD_17,133,0,||assetlist
363,localize,VIDSUBTITLES_PRO_LOAD_2,95,0,||assetlist
364,localize,VIDSUBTITLES_PRO_LOAD_3,149,0,||assetlist
365,localize,VIDSUBTITLES_PRO_LOAD_4,114,0,||assetlist
366,localize,VIDSUBTITLES_PRO_LOAD_5,101,0,||assetlist
367,localize,VIDSUBTITLES_PRO_LOAD_6,104,0,||assetlist
368,localize,VIDSUBTITLES_PRO_LOAD_7,79,0,||assetlist
369,localize,VIDSUBTITLES_PRO_LOAD_8,128,0,||assetlist
370,localize,VIDSUBTITLES_PRO_LOAD_9,115,0,||assetlist
371,localize,VIDSUBTITLES_RAM_LOAD_1,226,0,||assetlist
372,localize,VIDSUBTITLES_RAM_LOAD_2,74,0,||assetlist
373,localize,VIDSUBTITLES_RAM_LOAD_3,89,0,||assetlist
374,localize,VIDSUBTITLES_RAM_LOAD_4,146,0,||assetlist
375,localize,VIDSUBTITLES_RAM_LOAD_5,116,0,||assetlist
376,localize,VIDSUBTITLES_RAM_LOAD_6,104,0,||assetlist
377,localize,VIDSUBTITLES_RAM_LOAD_7,167,0,||assetlist
378,localize,VIDSUBTITLES_RAM_TROOPS_1,145,0,||assetlist
379,localize,VIDSUBTITLES_RAM_TROOPS_2,81,0,||assetlist
380,localize,VIDSUBTITLES_RAM_TROOPS_3,130,0,||assetlist
381,localize,VIDSUBTITLES_RAM_TROOPS_4,115,0,||assetlist
382,localize,VIDSUBTITLES_SGEN_LOAD_1,134,0,||assetlist
383,localize,VIDSUBTITLES_SGEN_LOAD_2,139,0,||assetlist
384,localize,VIDSUBTITLES_SGEN_LOAD_3,78,0,||assetlist
385,localize,VIDSUBTITLES_SGEN_LOAD_4,209,0,||assetlist
386,localize,VIDSUBTITLES_SGEN_LOAD_5,102,0,||assetlist
387,localize,VIDSUBTITLES_SGEN_LOAD_6,159,0,||assetlist
388,localize,VIDSUBTITLES_SGEN_LOAD_7,92,0,||assetlist
389,localize,VIDSUBTITLES_SGEN_LOAD_8,147,0,||assetlist
390,localize,VIDSUBTITLES_SGEN_LOAD_9,78,0,||assetlist
391,localize,VIDSUBTITLES_SH_LOAD_1,142,0,||assetlist
392,localize,VIDSUBTITLES_SH_LOAD_2,187,0,||assetlist
393,localize,VIDSUBTITLES_SH_LOAD_3,176,0,||assetlist
394,localize,VIDSUBTITLES_SH_LOAD_4,140,0,||assetlist
395,localize,VIDSUBTITLES_SH_LOAD_5,89,0,||assetlist
396,localize,VIDSUBTITLES_SH_LOAD_6,71,0,||assetlist
397,localize,VIDSUBTITLES_SH_LOAD_7,57,0,||assetlist
398,localize,VIDSUBTITLES_SH_LOAD_8,81,0,||assetlist
